thread_id, libro_id, cantidad_palabras, timestamp_inicio_ms, timestamp_termino_ms
134692812617408, 1, 138490, 1761687952338, 1761687952774
134692812617408, 2, 198308, 1761687952786, 1761687953336
134692812617408, 3, 198308, 1761687953347, 1761687953910
134692812617408, 4, 27336, 1761687953919, 1761687953998
134692812617408, 5, 113718, 1761687954001, 1761687954323
134692812617408, 6, 5164, 1761687954334, 1761687954353
134692812617408, 7, 5164, 1761687954354, 1761687954373
134692812617408, 8, 1533, 1761687954374, 1761687954382
134692812617408, 9, 66903, 1761687954382, 1761687954573
134692812617408, 10, 102300, 1761687954581, 1761687954882
134692812617408, 11, 3148, 1761687954894, 1761687954906
134692812617408, 12, 1672, 1761687954907, 1761687954914
134692812617408, 13, 190838, 1761687954915, 1761687955534
134692812617408, 14, 0, 1761687955544, 1761687955548
134692812617408, 15, 0, 1761687955548, 1761687955549
134692812617408, 16, 183421, 1761687955549, 1761687956063
134692812617408, 17, 161608, 1761687956076, 1761687956531
134692812617408, 18, 61684, 1761687956543, 1761687956732
134692812617408, 19, 30320, 1761687956742, 1761687956831
134692812617408, 20, 129740, 1761687956836, 1761687957207
134692812617408, 21, 206876, 1761687957222, 1761687957816
134692812617408, 22, 11848, 1761687957833, 1761687957871
134692812617408, 23, 142408, 1761687957874, 1761687958274
134692812617408, 24, 166985, 1761687958293, 1761687958761
134692812617408, 25, 13953, 1761687958780, 1761687958827
134692812617408, 26, 2394, 1761687958831, 1761687958840
134692812617408, 27, 62353, 1761687958841, 1761687959018
134692812617408, 28, 13141, 1761687959028, 1761687959073
134692812617408, 29, 1809, 1761687959076, 1761687959085
134692812617408, 30, 59965, 1761687959086, 1761687959257
134692812617408, 31, 27121, 1761687959266, 1761687959345
134692812617408, 32, 1246, 1761687959350, 1761687959356
134692812617408, 33, 84928, 1761687959357, 1761687959596
134692812617408, 34, 90712, 1761687959609, 1761687959889
134692812617408, 35, 11726, 1761687959902, 1761687959938
134692812617408, 36, 53657, 1761687959942, 1761687960096
134692812617408, 37, 0, 1761687960106, 1761687960109
134692812617408, 38, 89534, 1761687960109, 1761687960362
134692812617408, 39, 2394, 1761687960374, 1761687960384
134692812617408, 40, 53539, 1761687960385, 1761687960544
134692812617408, 41, 36662, 1761687960554, 1761687960657
134692812617408, 42, 42883, 1761687960663, 1761687960786
134692812617408, 43, 62353, 1761687960793, 1761687960986
134692812617408, 44, 13141, 1761687960997, 1761687961038
134692812617408, 45, 67836, 1761687961041, 1761687961237
134692812617408, 46, 1809, 1761687961250, 1761687961260
134692812617408, 47, 76505, 1761687961260, 1761687961480
134692812617408, 48, 59965, 1761687961494, 1761687961663
134692812617408, 49, 139504, 1761687961672, 1761687962097
134692812617408, 50, 156332, 1761687962117, 1761687962545
134692812617408, 51, 2409, 1761687962563, 1761687962573
134692812617408, 52, 24902, 1761687962574, 1761687962647
134692812617408, 53, 28273, 1761687962652, 1761687962736
134692812617408, 54, 28273, 1761687962742, 1761687962825
134692812617408, 55, 2682, 1761687962830, 1761687962841
134692812617408, 56, 2682, 1761687962842, 1761687962853
134692812617408, 57, 50093, 1761687962854, 1761687963011
134692812617408, 58, 50093, 1761687963021, 1761687963165
134692812617408, 59, 96123, 1761687963175, 1761687963449
134692812617408, 60, 96123, 1761687963464, 1761687963740
134692812617408, 61, 149153, 1761687963754, 1761687964188
134692812617408, 62, 84259, 1761687964203, 1761687964451
134692812617408, 63, 84259, 1761687964465, 1761687964713
134692812617408, 64, 33647, 1761687964726, 1761687964828
134692812617408, 65, 859, 1761687964836, 1761687964841
134692812617408, 66, 25666, 1761687964842, 1761687964918
134692812617408, 67, 16318, 1761687964924, 1761687964973
134692812617408, 68, 16318, 1761687964978, 1761687965032
134692812617408, 69, 149706, 1761687965037, 1761687965460
134692812617408, 70, 426278, 1761687965478, 1761687966707
134692812617408, 71, 9505, 1761687966742, 1761687966773
134692812617408, 72, 490, 1761687966776, 1761687966781
134692812617408, 73, 54035, 1761687966781, 1761687966937
134692812617408, 74, 39041, 1761687966948, 1761687967064
134692812617408, 75, 71950, 1761687967072, 1761687967282
134692812617408, 76, 39041, 1761687967296, 1761687967408
134692812617408, 77, 490, 1761687967416, 1761687967420
134692812617408, 78, 95469, 1761687967420, 1761687968823
134692812617408, 79, 57272, 1761687968837, 1761687968999
134692812617408, 80, 68374, 1761687969010, 1761687969201
134692812617408, 81, 30331, 1761687969213, 1761687969301
134692812617408, 82, 58068, 1761687969309, 1761687969481
134692812617408, 83, 54035, 1761687969492, 1761687969647
134692812617408, 84, 71021, 1761687969658, 1761687969872
134692812617408, 85, 71021, 1761687969883, 1761687970096
134692812617408, 86, 219890, 1761687970107, 1761687970743
134692812617408, 87, 20275, 1761687970765, 1761687970829
134692812617408, 88, 66278, 1761687970833, 1761687971029
134692812617408, 89, 73618, 1761687971040, 1761687971263
134692812617408, 90, 85278, 1761687971276, 1761687971536
134692812617408, 91, 73667, 1761687971550, 1761687971764
134692812617408, 92, 85563, 1761687971778, 1761687972030
134692812617408, 93, 78250, 1761687972044, 1761687972273
134692812617408, 94, 78050, 1761687972287, 1761687972523
134692812617408, 95, 82589, 1761687972536, 1761687972777
134692812617408, 96, 68201, 1761687972791, 1761687972993
134692812617408, 97, 71122, 1761687973004, 1761687973218
134692812617408, 98, 81857, 1761687973231, 1761687973473
134692812617408, 99, 66278, 1761687973491, 1761687973695
134692812617408, 100, 73618, 1761687973709, 1761687973931
134692812617408, 101, 85278, 1761687973944, 1761687974197
134692812617408, 102, 73667, 1761687974211, 1761687974425
134692812617408, 103, 85563, 1761687974438, 1761687974704
134692812617408, 104, 78250, 1761687974718, 1761687974950
134692812617408, 105, 78050, 1761687974964, 1761687975193
134692812617408, 106, 82589, 1761687975207, 1761687975447
134692812617408, 107, 68201, 1761687975462, 1761687975672
134692812617408, 108, 71122, 1761687975685, 1761687975901
134692812617408, 109, 81857, 1761687975914, 1761687976157
134692812617408, 110, 37887, 1761687976171, 1761687976285
134692812617408, 111, 103542, 1761687976293, 1761687976585
134692812617408, 112, 103542, 1761687976600, 1761687976907
134692812617408, 113, 3159, 1761687976921, 1761687976934
134692812617408, 114, 251226, 1761687976936, 1761687977658
134692812617408, 115, 5506, 1761687977686, 1761687977707
134692812617408, 116, 251226, 1761687977711, 1761687978430
134692812617408, 117, 3159, 1761687978456, 1761687978468
134692812617408, 118, 220383, 1761687978470, 1761687979107
134692812617408, 119, 19744, 1761687979140, 1761687979197
